Contract Year,Population,Metadata file,Date collected,Subspecies,Sample Type,Sample ID,BMS1117,BMS1117_2,TGLA53,TGLA53_2,BMC4214,BMC4214_2
2025,Banff National Park,Bison_2025_Genotypes_ClientCopy_July2025,,-,Fecal,25BNP005,89,91,136,140,181,187
2025,Banff National Park,Bison_2025_Genotypes_ClientCopy_July2025,,-,Fecal,25BNP009,91,91,136,136,181,187
2025,Banff National Park,Bison_2025_Genotypes_ClientCopy_July2025,,-,Fecal,25BNP010,91,91,134,140,185,187
2025,Banff National Park,Bison_2025_Genotypes_ClientCopy_July2025,,-,Fecal,25BNP011,91,91,136,138,185,187
2025,Banff National Park,Bison_2025_Genotypes_ClientCopy_July2025,,-,Fecal,25BNP013,89,89,134,136,187,187
2025,Banff National Park,Bison_2025_Genotypes_ClientCopy_July2025,,-,Fecal,25BNP017,91,91,134,134,187,187
2025,Banff National Park,Bison_2025_Genotypes_ClientCopy_July2025,,-,Fecal,25BNP023,89,91,136,138,181,187
2025,Banff National Park,Bison_2025_Genotypes_ClientCopy_July2025,,-,Fecal,25BNP029,89,89,136,136,185,187
2025,Banff National Park,Bison_2025_Genotypes_ClientCopy_July2025,,-,Fecal,25BNP031,89,89,136,138,175,185
2025,Banff National Park,Bison_2025_Genotypes_ClientCopy_July2025,,-,Fecal,25BNP032,91,91,136,136,187,187
2025,Banff National Park,Bison_2025_Genotypes_ClientCopy_July2025,,-,Fecal,25BNP036,89,91,136,136,175,175
2024,Banff National Park,Bison_2023_2024_ContractSamples,2024,-,Fecal,24BNP_001,89,91,136,136,181,187
2025,Banff National Park,Bison_2025_Genotypes_ClientCopy_July2025,,-,Fecal,25BNP020,91,91,//,//,//,//
2025,Banff National Park,Bison_2025_Genotypes_ClientCopy_July2025,,-,Fecal,25BNP034,//,//,//,//,//,//
2023,Chinchaga,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,chinchaga 1,89,91,136,138,187,187
2023,Chinchaga,Bison_samples_received_June21-22_Updated,,Wood Bison,DNA,chinchaga 2,89,89,134,138,187,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN394,89,89,136,138,187,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN396,89,89,136,138,187,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN397,89,89,136,138,187,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN398,89,89,136,138,187,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN417,89,93,138,140,187,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN418,89,93,138,140,187,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN419,89,93,138,140,187,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN405,89,93,136,138,179,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN407,89,93,136,138,179,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN393,89,89,136,138,179,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN395,89,89,136,138,179,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN406,89,91,136,138,179,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN408,89,91,136,138,179,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN410,89,91,138,138,181,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN415,89,91,138,138,181,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN392,93,93,136,140,179,181
2025,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal ,MAN401,93,93,136,140,179,181
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN391,91,91,134,136,181,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN399,89,91,134,140,187,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN400,89,89,136,136,181,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN402,89,89,134,136,187,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN403,89,89,136,138,181,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN404,89,91,136,138,187,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN409,89,89,138,138,187,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN411,89,91,134,136,179,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN412,91,93,138,138,187,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN413,89,89,138,138,181,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN414,89,93,136,136,187,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN416,89,91,136,136,181,187
2024,Chitek Lake,Bison_2023_2024_ContractSamples,2023,-,Fecal,MAN420,89,91,134,136,179,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,0124 000 300 931 364,89,91,136,138,181,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,0124 000 300 931 365,89,91,136,136,181,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,0124 000 300 931 366,89,93,136,136,187,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,0124 000 300 931 367,91,91,136,136,179,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,0124 000 300 931 374,91,93,136,140,185,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,0124 000 300 931 375,89,91,134,136,179,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,0124 000 300 931 376,89,91,134,136,175,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,0124 000 300 931 377,89,91,136,140,185,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,0124 000 300 931 378,89,89,134,136,187,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,0124 000 300 931 379,91,93,136,136,181,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,0124 000 300 931 380,89,89,134,136,185,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,0124 000 300 931 381,89,91,136,136,187,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,0124 000 300 931 382,89,91,136,136,181,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,124 000 300 684 696 2020,93,93,136,136,187,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,124 000 300 684 697 2020,89,91,136,136,185,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,124 000 300 703 245 2019,89,91,136,136,185,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,124 000 300 931 368 2020,89,91,136,136,187,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,124 000 300 931 369 2020,89,93,134,136,181,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,124 000 300 931 370 2020,93,93,136,142,179,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,124 000 300 931 371 2020,93,93,136,136,181,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,124 000 300 931 372 2020,89,91,136,136,187,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,124 000 300 931 373,89,93,136,136,181,187
2023,Dan Fox / Blood,Bison_samples_received_June21-22_Updated,2021,Plains Bison,Hair,124 000 300 931 246 2019,89,91,136,136,181,187
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-16-15,93,93,138,140,175,187
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-16-18,89,93,134,136,175,185
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-16-22,89,93,132,134,175,187
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-16-34,93,93,134,134,187,187
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-02,89,93,134,134,185,187
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-07,93,93,136,140,175,187
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-08,89,89,134,140,175,187
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-09,91,93,132,138,175,187
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-11,91,93,134,140,175,185
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-13,93,93,138,138,175,179
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-14,91,93,134,140,175,185
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-19,91,93,136,140,187,187
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-20,89,93,132,138,181,185
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-21,93,93,134,138,185,187
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-22,91,91,134,140,175,175
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-24,89,91,138,138,175,175
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-25,89,93,134,134,187,187
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-26,89,93,136,140,185,187
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-28,91,93,132,138,175,187
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-29,91,93,136,138,175,175
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-33-1,89,93,132,138,175,175
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-33-2,89,91,132,136,175,187
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-34,91,93,134,134,175,175
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-37,91,93,136,140,181,187
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-38,91,91,136,136,175,175
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-41,93,93,136,140,175,175
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-43,89,91,136,138,179,187
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-45,93,93,134,140,187,187
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-46,93,93,134,140,185,187
2025,Delta,Bison_2025_Genotypes_ClientCopy_July2025,,-,Tissue,DBH-19-48,91,91,134,138,185,187
2023,Etthithun,Bison samples freezer,2020,Wood Bison,Fecal swab,150_080,89,93,134,136,179,187
2023,Etthithun,Bison samples freezer,2020,Wood Bison,Hair,150_080,89,93,134,136,179,187
2023,Etthithun,Bison samples freezer,2020,Wood Bison,Hair,150_020,91,91,136,136,179,187
2023,Etthithun,Bison samples freezer,2020,Wood Bison,Fecal swab,150_020,91,91,136,136,179,187
2023,Etthithun,Bison samples freezer,2020,Wood Bison,Fecal swab,150_060,89,89,136,140,179,187
2023,Etthithun,Bison samples freezer,2020,Wood Bison,Hair,150_060,89,89,136,140,179,187
2023,Etthithun,Bison samples freezer,2020,Wood Bison,Hair,150_070,89,91,136,138,179,187
2023,Etthithun,Bison samples freezer,2020,Wood Bison,Fecal swab,150_070,89,91,136,138,179,187
2023,Etthithun,Bison samples freezer,,Wood Bison,Fecal (Pre-Swabbed),74GP5,89,91,136,138,179,187
2023,Etthithun,Bison samples freezer,2020,Wood Bison,Fecal swab,150_100,91,91,134,140,179,179
2023,Etthithun,Bison samples freezer,2020,Wood Bison,Hair,150_100,91,91,134,140,179,179
2023,Etthithun,Bison samples freezer,2020,Wood Bison,Hair,150_130,89,91,134,134,179,187
2023,Etthithun,Bison samples freezer,2020,Wood Bison,Fecal swab,150_130,89,91,134,134,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal swab,10 GP2,89,91,136,138,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal swab,16 GP1,89,91,136,138,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal swab,14 GP1,89,89,136,138,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal swab,3 GP1,89,89,136,138,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal swab,23 GP2,91,91,136,136,187,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal swab,24 GP2,91,91,136,136,187,187
2023,Etthithun,Bison_ Samples_BC_2June2022,2022,Wood Bison,Biopsy,5,89,89,136,136,187,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal swab,25 GP2,89,89,136,136,187,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),51GP3,89,91,134,138,181,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),59GP3,89,91,134,138,181,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal swab,13 GP1,89,93,134,134,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),7GP1,89,93,134,134,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal swab,17 GP1,89,91,136,136,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),9GP1,89,91,136,136,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal swab,19 GP2,91,91,136,136,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),31GP3,91,91,136,136,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),46GP3,91,91,136,138,187,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),48GP3,91,91,136,138,187,187
2023,Etthithun,Bison_ Samples_BC_2June2022,2022,Wood Bison,Biopsy,20,91,91,136,136,181,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),83GP5,91,91,136,136,181,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),70GP5,91,91,136,136,181,187
2023,Etthithun,Bison_ Samples_BC_2June2022,2022,Wood Bison,Biopsy,21,89,91,136,136,179,179
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),80GP5,91,91,136,136,179,179
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),64/84GP5,89,91,136,136,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),73GP5,89,91,136,136,179,187
2023,Etthithun,Bison_ Samples_BC_2June2022,2022,Wood Bison,Biopsy,2,89,89,134,136,187,187
2023,Etthithun,Bison_ Samples_BC_2June2023,2022,Wood Bison,Biopsy,3,89,93,136,136,187,187
2023,Etthithun,Bison_ Samples_BC_2June2024,2022,Wood Bison,Biopsy,7,93,93,134,136,187,187
2023,Etthithun,Bison_ Samples_BC_2June2025,2022,Wood Bison,Biopsy,9,91,93,134,136,187,187
2023,Etthithun,Bison_ Samples_BC_2June2026,2022,Wood Bison,Biopsy,12,89,91,136,136,187,187
2023,Etthithun,Bison_ Samples_BC_2June2027,2022,Wood Bison,Biopsy,22,89,91,136,136,179,181
2023,Etthithun,Bison_ Samples_BC_2June2028,2022,Wood Bison,Biopsy,23,91,93,136,136,187,187
2023,Etthithun,Bison_ Samples_BC_2June2029,2022,Wood Bison,Biopsy,24,91,91,136,136,179,179
2023,Etthithun,Bison_ Samples_BC_2June2030,2022,Wood Bison,Biopsy,25,91,91,134,138,179,187
2023,Etthithun,Bison_ Samples_BC_2June2031,2022,Wood Bison,Biopsy,26,89,91,136,136,179,187
2023,Etthithun,Bison_ Samples_BC_2June2032,2022,Wood Bison,Biopsy,27,89,93,136,136,179,187
2023,Etthithun,Bison_ Samples_BC_2June2033,2022,Wood Bison,Biopsy,28,89,91,134,134,179,187
2023,Etthithun,Bison_ Samples_BC_2June2034,2022,Wood Bison,Biopsy,29,91,91,136,138,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal swab,1 GP1,89,91,136,138,179,181
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal swab,11 GP1,91,93,134,136,187,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal swab,12 GP1,89,91,136,140,179,179
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal swab,15 GP1,89,93,136,138,187,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal swab,18 GP2,89,93,134,138,187,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal swab,2 GP1,91,91,136,138,187,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal swab,20 GP2,89,93,136,138,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal swab,21 GP2,89,89,136,138,187,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal swab,22 GP2,89,93,134,134,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal swab,26 GP2,89,89,134,136,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),33GP3,91,91,136,136,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),34GP3,91,91,136,138,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),35GP3,91,91,136,140,179,179
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),36GP3,89,91,136,136,181,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),39GP3,89,91,136,138,179,181
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),43GP3,91,93,136,136,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),44GP3,89,91,134,136,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),45GP3,91,91,134,138,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),47GP3,91,91,136,136,179,179
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),49GP3,89,91,134,136,185,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),4GP1,91,91,136,138,187,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),50GP3,91,91,136,136,179,179
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),52GP3,91,91,136,136,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),53GP3,91,91,134,138,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),54GP3,89,91,136,136,187,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),55GP3,91,93,134,136,187,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),56GP3,89,89,136,136,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),58GP3,89,91,136,136,181,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),5GP1,89,93,136,136,181,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),60GP3,89,89,136,136,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),61GP3,89,89,136,136,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),62GP3,91,91,136,136,187,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),63GP3,91,91,136,138,187,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),65GP5,89,93,134,134,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),66GP5,89,89,134,140,179,179
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),67GP5,91,93,134,136,179,181
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),68GP5,89,91,134,138,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),6GP1,89,89,134,136,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),72GP5,91,91,136,138,179,187
2023,Etthithun,Bison_samples_received_June21-22_Updated,,Wood Bison,Fecal (Pre-Swabbed),75GP5,89,91,134,138,179,179
